WarNum,WarName,V5Region,WarType,CcodeA,SideA,CcodeB,SideB,Intnl,StartMo1,StartDy1,StartYr1,EndMo1,EndDy1,EndYr1,StartMo2,StartDy2,StartYr2,EndMo2,EndDy2,EndYr2,StartMo3,StartDy3,StartYr3,EndMo3,EndDy3,EndYr3,StartMo4,StartDy4,StartYr4,EndMo4,EndDy4,EndYr4,WDuratDays,WDuratMo,TransFrom,Initiator,Outcome,TransTo,Deaths A,Deaths B,TotalBDeaths,SideAPeakTotForces,SideAPeak TheatForces,SideBPeakTotForces,SideBPeakTheatForces,Version
797,Fourth Iraqi  Kurds War of 1974-1975,5,5,645,Iraq,-8,KDP-Barzani,1,3,12,1974,4,1,1975,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,380,12.67,-8,KDP,1,-8,2500,2000,4500,155000,90000,-8,105000,5.1
798,Eritrean War of 1975-1979,4,5,40,Cuba,-8,-8,1,3,15,1978,12,-9,1978,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,271,9.03,-8,-8,-8,-8,-9,-8,-8,210000,16000,-8,-8,5.1
798,Eritrean War of 1975-1979,4,5,530,Ethiopia,-8,EPLF and ELF,1,1,31,1975,11,-9,1979,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1726,57.53,-8,EPLF and ELF,6,-8,7100,6000,13100,250000,120000,-8,39000,5.1
800,Argentine Leftists War of 1975-1976,2,4,160,Argentina,-8,Monteneros and ERP,0,2,22,1975,12,16,1976,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,655,21.83,-8,Monteneros and ERP,1,-8,470,4000,4470,160000,179000,-8,10000,5.1
801,Second Lebanese War of 1975-1976,5,7,-8,Maronite militias,-8,Lebanese National Movement,1,4,13,1975,4,16,1975,5,25,1975,11,14,1976,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,534,17.8,-8,Phalange,3,-8,-9,-9,15000,-8,45100,-8,54900,5.1
801,Second Lebanese War of 1975-1976,5,7,652,Syria,-8,-8,1,4,9,1976,11,14,1976,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,216,7.2,-8,-8,3,-8,500,-8,-8,240000,25000,-8,-8,5.1
803,Second Laotian War of 1976-1979,6,5,812,Laos,-8,Chao Fa Rebels,1,1,-9,1976,2,-9,1979,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1111,37.03,-8,Chao Fa Rebels,1,-8,-9,5000,-9,47000,-9,178,16000,5.1
803,Second Laotian War of 1976-1979,6,5,816,Vietnam,-8,-8,1,1,-9,1976,2,-9,1979,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1111,37.03,-8,-8,1,-8,-9,-8,-8,660000,60000,-8,-8,5.1
804,Angolan Control War of 1976-1991,4,4,-8,-8,560,South Africa,1,2,13,1976,8,5,1988,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4493,149.77,186,-8,-8,-8,-8,600,-8,-8,-8,102000,10000,5.1
804,Angolan Control War of 1976-1991,4,4,40,Cuba,-8,-8,1,2,13,1976,8,5,1988,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4493,149.77,186,-8,-8,-8,3000,-8,-8,297000,100000,-8,-8,5.1
804,Angolan Control War of 1976-1991,4,4,540,Angola,-8,UNITA,1,2,13,1976,5,15,1991,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,5493,183.1,186,UNITA,3,-8,32000,66000,102600,150000,-8,-8,65000,5.1
804.5,Rhodesia War of 1976-1979,4,4,552,Rhodesia,-8,Patriotic Front,0,5,2,1976,12,28,1979,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1317,43.9,-8,Patriotic Front,2,-8,950,10000,10950,38000,60200,-8,20000,5.1
805,Second Ogaden War phase 1 of 1976-1977,4,5,-8,-8,520,Somalia,1,7,1,1976,7,22,1977,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,382,12.73,-8,-8,4,187,-8,300,-8,-8,-8,53000,3000,5.1
805,Second Ogaden War phase 1 of 1976-1977,4,5,530,Ethiopia,-8,WSLF,1,7,1,1976,7,22,1977,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,382,12.73,-8,WSLF,4,187,-9,-9,1300,225000,-8,-8,3000,5.1
805.3,Anti-Nimeiry Revolt of 1976,5,4,625,Sudan,-8,National Front,0,7,2,1976,7,5,1976,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4,0.13,-8,National Front,1,-8,300,700,1000,50000,-9,-8,1000,5.1
806,East Timorese War phase 3 of 1976-1979,6,5,850,Indonesia,-8,FRETILIN,0,7,18,1976,5,26,1979,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1029,34.3,472,Indonesia,1,-8,1800,3200,5000,260000,-9,-8,5000,5.1
806.3,Second West Papua War of 1977-1978,6,5,850,Indonesia,-8,OPM,0,4,20,1977,11,-9,1978,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,566,18.87,-8,OPM,1,-8,-9,-9,1600,260000,4800,-8,2000,5.1
806.8,Chad - FAP War of 1977-1978,4,4,-8,-8,620,Libya,1,1,29,1978,6,-9,1978,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,137,4.57,-8,-8,1,-8,-8,-9,-8,-8,-8,50000,4000,5.1
806.8,Chad - FAP War of 1977-1978,4,4,220,France,-8,-8,1,6,22,1977,6,-9,1978,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,354,11.8,-8,-8,1,-8,-9,-8,-8,584000,2500,-8,-8,5.1
806.8,Chad - FAP War of 1977-1978,4,4,483,Chad,-8,FAP,1,6,22,1977,6,-9,1978,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,354,11.8,-8,FAP,1,-8,2000,2000,4000,9000,-8,-8,7000,5.1
807,Third Lebanese War of 1978,5,7,-8,-8,652,Syria,1,2,8,1978,10,4,1978,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,237,7.9,-8,-8,6,-8,-8,800,-8,-8,-8,220000,30000,5.1
807,Third Lebanese War of 1978,5,7,-8,Lebanese Forces,-8,PLO & Shiite militia,1,2,8,1978,10,4,1978,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,237,7.9,-8,Syria & PLO,6,-8,1500,800,3134,-8,12000,-8,17000,5.1
807,Third Lebanese War of 1978,5,7,666,Israel,-8,-8,1,3,11,1978,10,4,1978,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,204,6.8,-8,-8,6,-8,34,-8,-8,179000,25000,-8,-8,5.1
808,Second Ogaden War phase 3 of 1978-1980,4,5,-8,-8,520,Somalia,1,5,-9,1980,12,3,1980,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,199,6.63,187,-8,1,-8,-8,-9,-8,-8,-8,54000,-9,5.1
808,Second Ogaden War phase 3 of 1978-1980,4,5,40,Cuba,-8,-8,1,3,10,1978,12,3,1980,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,984,32.8,187,-8,1,-8,-9,-8,-8,220000,17000,-8,-8,5.1
808,Second Ogaden War phase 3 of 1978-1980,4,5,530,Ethiopia,-8,Ogaden Independence Movement,1,3,10,1978,12,3,1980,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,984,32.8,187,Ogaden Independence Movement,1,-8,2000,20000,22000,250000,60000,-8,22000,5.1
809,Saur Revolution of 1978,6,4,700,Afghanistan,-8,PDPA,0,4,27,1978,4,28,1978,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,0.07,-8,PDPA,2,-8,1800,200,2000,110000,5000,-8,3300,5.1
810,Zaire-FNLC War of 1978,4,4,211,Belgium,-8,-8,1,5,20,1978,6,14,1978,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,25,0.83,-8,-8,1,-8,1,-8,-8,109000,1171,-8,-8,5.1
810,Zaire-FNLC War of 1978,4,4,220,France,-8,-8,1,5,19,1978,6,14,1978,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,26,0.87,-8,-8,1,-8,-9,-8,-8,581000,2000,-8,-8,5.1
810,Zaire-FNLC War of 1978,4,4,490,Zaire,-8,FNLC,1,5,11,1978,6,14,1978,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,34,1.13,-8,FNLC,1,-8,-9,-9,1001,53000,8000,-8,4000,5.1
811,Third Guatemala War of 1978-1983,1,4,90,Guatemala,-8,Leftists,0,5,29,1978,8,8,1983,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1870,62.33,-8,Guatemala,1,-8,4200,17500,21700,40000,59000,-8,32000,5.1
812,Mujahideen Uprising of 1978-1980,6,4,365,Russia,-8,-8,1,3,10,1979,2,21,1980,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,342,11.4,-8,-8,4,476,1400,-8,-8,3900000,85000,-8,-8,5.1
812,Mujahideen Uprising of 1978-1980,6,4,700,Afghanistan,-8,Mujahideen,1,7,1,1978,2,21,1980,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,591,19.7,-8,Nuristan Front,4,476,4500,9000,14900,110000,120000,-8,60000,5.1
815,Sandinista Rebellion of 1978-1979,1,4,93,Nicaragua,-8,Sandinistas,0,9,9,1978,7,18,1979,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,310,10.33,-8,Sandinistas,2,-8,1000,2000,3000,6000,11000,-8,5000,5.1
815.5,Iranian Islamic Revolution of 1978-1979,5,4,630,Iran,-8,Anti-Shah Coalition,0,11,16,1978,2,12,1979,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,87,2.9,-8,Mujahideen e-Kalk,2,-8,500,500,1000,415000,30000,-8,87000,5.1
816,Anti-Khomeini Coalition War of 1979-1983,5,4,630,Iran,-8,Anti-Khomeini Coalition,0,2,14,1979,12,-9,1983,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1742,58.07,-8,Iran,1,-8,3000,7000,10000,30500,10000,-8,40500,5.1
817,El Salvador War of 1979-1992,1,4,92,El Salvador,-8,Salvadorian Democratic Front,0,10,15,1979,2,1,1992,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4427,147.57,-8,SDF,3,-8,10000,14000,24000,60000,-9,-8,32900,5.1
820,Chad - FAN War of 1980-1984,4,5,-8,-8,220,France,1,8,9,1983,1,-9,1984,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,157,5.23,-8,-8,2,-8,-8,200,-8,-8,-8,578000,2700,5.1
820,Chad - FAN War of 1980-1984,4,5,-8,-8,490,Zaire,1,7,-9,1983,1,-9,1984,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,181,6.03,-8,-8,2,-8,-8,-9,-8,-8,-8,60000,2000,5.1
820,Chad - FAN War of 1980-1984,4,5,483,Chad,-8,FAN,1,3,20,1980,1,-9,1984,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1376,45.87,-8,FAN,2,-8,3500,1500,6200,16000,15000,-8,22000,5.1
820,Chad - FAN War of 1980-1984,4,5,620,Libya,-8,-8,1,8,-9,1980,11,-9,1981,5,-9,1983,1,-9,1984,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,692,23.07,-8,-8,2,-8,1000,-8,-8,90000,14000,-8,-8,5.1
823,Nigeria - Muslim War of 1980-1981,4,5,475,Nigeria,-8,Al Masifu Sect,0,12,8,1980,1,1,1981,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,24,0.8,-8,Nigeria,1,-8,55,1000,1055,150000,-8,-8,10000,5.1
824,First Philippines - NPA War of 1981-1992,6,4,840,Philippines,-8,NPA,0,1,17,1981,12,10,1986,2,8,1987,9,1,1992,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4128,137.6,-8,NPA,6,-8,-9,-9,30000,157000,-9,-8,25200,5.1
825,Mozambique War of 1981-1992,4,4,40,Cuba,-8,-8,1,-9,-9,1986,10,4,1992,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2270,75.67,-8,-8,1,-8,-9,-8,-8,297000,1500,-8,-8,5.1
825,Mozambique War of 1981-1992,4,4,510,Tanzania,-8,-8,1,-9,-9,1982,10,4,1992,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3710,123.67,-8,-8,1,-8,60,-8,-8,84000,7000,-8,-8,5.1
825,Mozambique War of 1981-1992,4,4,541,Mozambique,-8,RENAMO,1,4,10,1981,10,4,1992,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4135,137.83,-8,RENAMO,1,-8,-9,-9,20560,65000,-8,-8,20000,5.1
825,Mozambique War of 1981-1992,4,4,552,Zimbabwe,-8,-8,1,-9,-9,1983,10,4,1992,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3350,111.67,-8,-8,1,-8,500,-8,-8,94000,20000,-8,-8,5.1
825,Mozambique War of 1981-1992,4,4,553,Malawi,-8,-8,1,4,-9,1987,10,4,1992,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1970,65.67,-8,-8,1,-8,100,-8,-8,10000,1500,-8,-8,5.1
826,Tigrean & Eritrean War of 1982-1991,4,5,530,Ethiopia,-8,TPLF & EPLF,0,1,23,1982,5,28,1991,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3366,112.2,-8,TPLF & EPLF,2,-8,153500,80000,235500,300000,430000,-8,120000,5.1
826.5,Hama Uprising of 1982,5,4,652,Syria,-8,Muslim Brotherhood,0,2,3,1982,2,28,1982,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,26,0.87,-8,Muslim Brotherhood,1,-8,1000,2000,3000,300000,12000,-8,2400,5.1
828,Contra War of 1982-1988,1,4,93,Nicaragua,-8,Contras,0,3,14,1982,3,23,1988,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2170,72.33,-8,Contras,3,-8,7150,25250,32400,80000,-9,-8,19800,5.1
828.3, Uganda-NRA War of 1982-1986,4,4,500,Uganda,-8,NRA,0,6,-9,1982,3,19,1986,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1355,45.17,-8,NRA,2,-8,39516,6000,45516,15000,-9,-8,21000,5.1
829,Shining Path War of 1982-1992,2,4,135,Peru,-8,Shining Path,0,11,28,1982,9,12,1992,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3525,117.5,-8,Shining Path,1,-8,2242,10466,12708,167000,196000,-8,8000,5.1
833,Fourth Lebanese War of 1983-1984,5,4,-8,-8,630,Iran,1,4,18,1983,2,29,1984,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,312,10.4,-8,-8,2,-8,-8,-9,-8,-8,-8,335000,1500,5.1
833,Fourth Lebanese War of 1983-1984,5,4,-8,-8,652,Syria,1,4,18,1983,2,29,1984,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,312,10.4,-8,-8,2,-8,-8,-9,-8,-8,-8,402000,40000,5.1
833,Fourth Lebanese War of 1983-1984,5,4,2,United States,-8,-8,1,4,18,1983,2,26,1984,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,309,10.3,-8,-8,2,-8,273,-8,-8,2222000,1600,-8,-8,5.1
833,Fourth Lebanese War of 1983-1984,5,4,220,France,-8,-8,1,9,22,1983,2,29,1984,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,158,5.27,-8,-8,2,-8,95,-8,-8,578000,2000,-8,-8,5.1
833,Fourth Lebanese War of 1983-1984,5,4,660,Lebanon,-8,Shi'ites and Druzes,1,4,18,1983,2,29,1984,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,312,10.4,-8,Hezbollah,2,-8,-9,-9,1368,20000,30000,-8,10180,5.1
834,Second South Sudan War of 1983-2002,5,4,-8,-8,500,Uganda,1,5,-9,1987,1,-9,1990,9,-9,1995,4,23,1997,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1540,51.33,-8,-8,3,-8,-8,-9,-8,-8,-8,70000,14000,5.1
834,Second South Sudan War of 1983-2002,5,4,620,Libya,-8,-8,1,3,5,1986,4,-9,1987,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,401,13.37,-8,-8,3,-8,-9,-8,-8,91000,2000,-8,-8,5.1
834,Second South Sudan War of 1983-2002,5,4,625,Sudan,-8,SPLA-Garang faction,1,5,17,1983,9,10,1991,3,9,1992,10,15,2002,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,6811,227.03,-8,105th Batallion,3,-8,-9,-9,100000,117000,188500,-8,57000,5.1
835,First Sri Lanka Tamil War of 1983-1987,6,5,780,Sri Lanka,-8,Tamil Rebels,0,7,23,1983,6,18,1985,8,16,1985,10,14,1987,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1465,48.83,-8,LTTE,4,477,1000,3000,4000,22000,-9,-8,15000,5.1
837,Indian Golden Temple War of 1984,6,5,750,India,-8,Sikh Rebels,0,6,1,1984,7,30,1984,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,60,2,-8,India,1,-8,250,750,1000,1120000,-9,-8,5000,5.1
838, First Turkish Kurds War of 1984-1986,5,5,640,Turkey,-8,PKK,0,8,14,1984,3,28,1986,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,585,19.5,-8,PKK,7,-8,-9,-9,1600,860000,875000,-8,1000,5.1
840,Fifth Iraqi  Kurds War of 1985-1988,5,5,-8,-8,630,Iran,1,1,-9,1985,8,20,1988,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1296,43.2,-8,-8,1,-8,-8,-9,-8,-8,-8,654000,-9,5.1
840,Fifth Iraqi  Kurds War of 1985-1988,5,5,645,Iraq,-8,Kurds,1,1,-9,1985,8,28,1988,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1304,43.47,-8,Iraq,1,-8,-9,-9,4000,1000000,1250000,-8,22500,5.1
842,South Yemen War of 1986,5,4,680,Yemen People's Republic,-8,Leftist Factions,0,1,13,1986,2,1,1986,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,19,0.63,-8,YPR,2,-8,-9,-9,4000,34000,30000,-8,30000,5.1
843,Holy Spirit Movement War of 1986-1987,4,4,500,Uganda,-8,HSMF,0,10,19,1986,11,4,1987,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,376,12.53,-8,HSMF,1,-8,2000,5000,7000,25000,-9,-8,10000,5.1
845,Second Sri Lanka-JVP War of 1987-1989,6,4,780,Sri Lanka,-8,JVP,0,7,29,1987,12,28,1989,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,870,29,-8,JVP,1,-8,551,9449,10000,22000,110000,-8,3000,5.1
845.5,Fourth Guatemala of 1987 to 1990,1,4,90,Guatemala,-8,Leftists,0,9,-9,1987,9,-9,1990,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1081,36.03,-8,Guatemala,1,-8,3000,6000,9000,43000,53000,-8,20000,5.1
846,Inkatha-ANC War of 1987-1994,4,7,-8,Inkatha,-8,ANC,0,12,20,1987,4,26,1994,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2287,76.23,-8,Inkatha,6,-8,-9,-9,13000,-8,10000,-8,-9,5.1
848,First Somalia War of 1988-1991,4,4,520,Somalia,-8,SNM,0,5,26,1988,1,26,1991,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,961,32.03,-8,SNM,2,-8,-9,-9,25000,47000,-8,-8,41000,5.1
849,FARC/ELN War of 1988-2015,2,4,100,Colombia,-8,Leftist Rebels and Drug Cartels,0,8,23,1988,7,20,2015,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,9688,322.93,-8,Leftist Rebels and Drug Cartels,3,-8,12850,23463,36313,455750,-9,-8,26000,5.1
850,Fifth Lebanese War of 1989-1990,5,4,-8,-8,652,Syria,1,8,10,1989,10,13,1990,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,424,14.13,-8,-8,2,-8,-8,400,-8,-8,-8,408000,42000,5.1
850,Fifth Lebanese War of 1989-1990,5,4,660,Lebanon,-8,Lahoud Faction,1,2,14,1989,10,13,1990,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,600,20,-8,Lebanon,2,-8,-9,-9,2400,36000,16000,-8,27000,5.1
851,Second Afghan Civil War of 1989-1992,6,4,700,Afghanistan,-8,Mujahideen,0,2,16,1989,4,15,1992,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1140,38,476,Mujahideen,2,-8,-9,-9,40000,228000,-9,-8,200000,5.1
852,Chad - Deby War of 1989-1990,4,4,483,Chad,-8,April 1 Movement,0,4,1,1989,12,2,1990,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,602,20.07,-8,April 1 Movement,2,-8,3000,800,3800,50000,-9,-8,2000,5.1
853,Punjab Rebellion of 1989-1993,6,5,750,India,-8,Sikh Guerillas,0,7,1,1989,6,30,1993,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1440,48,-8,Sikh Guerrillas,1,-8,1500,6000,7500,1260000,210000,-8,6000,5.1
854,Second Khmer Rouge War of 1989-1991,6,4,811,Kampuchea,-8,Khmer Rouge & KPNFL,0,9,26,1989,10,23,1991,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,748,24.93,475,Khmer Rouge & KPNFL,3,-8,-9,-9,2100,112000,159000,-8,70000,5.1
856,Romanian War of 1989,3,4,360,Romania,-8,National Salvation Front,0,12,18,1989,12,26,1989,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,9,0.3,-8,National Salvation Front,2,-8,-9,-9,1000,207000,2500,-8,186000,5.1
857,First Liberian War of 1989-1990,4,4,438,Guinea,-8,-8,1,8,24,1990,11,28,1990,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,95,3.17,-8,-8,3,-8,-9,-8,-8,15000,1000,-8,-8,5.1
857,First Liberian War of 1989-1990,4,4,450,Liberia,-8,NPFL and INPFL,1,12,24,1989,11,28,1990,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,335,11.17,-8,NPFL,3,-8,-9,-9,3000,8000,6000,-8,16000,5.1
857,First Liberian War of 1989-1990,4,4,452,Ghana,-8,-8,1,8,24,1990,11,28,1990,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,95,3.17,-8,-8,3,-8,-9,-8,-8,9000,2000,-8,-8,5.1
857,First Liberian War of 1989-1990,4,4,475,Nigeria,-8,-8,1,11,-9,1990,11,28,1990,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,14,0.47,-8,-8,3,-8,-9,-8,-8,94000,2600,-8,-8,5.1
858,First Aceh War of 1990-1991,6,5,850,Indonesia,-8,GAM,0,4,-9,1990,7,-9,1991,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,451,15.03,-8,GAM,7,-8,-9,-9,1500,283000,12000,-8,2000,5.1
859,Second Sri Lanka Tamil War of 1990-2001,6,5,780,Sri Lanka,-8,LTTE,0,6,11,1990,10,13,1994,4,19,1995,12,24,2001,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3970,132.33,-8,LTTE,3,-8,-9,-9,70000,121000,-9,-8,10000,5.1
860,Bougainville Secessionist War of 1990-1991,6,5,910,Papua New Guinea,-8,BRA,0,9,22,1990,1,24,1991,6,-9,1991,12,-9,1991,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,304,10.13,-8,Papua New Guinea,7,-8,-9,-9,1000,4000,-9,-8,8000,5.1
862,Iraqi Shiite Rebellion of 1991,5,4,645,Iraq,-8,Shiites and SAIRI,0,3,2,1991,3,31,1991,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,30,1,-8,Shiites,1,-8,-9,-9,1000,475000,-9,-8,40000,5.1
862.1,Sixth Iraqi Kurds War of 1991,5,5,645,Iraq,-8,Kurds,0,3,4,1991,10,20,1991,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,227,7.57,-8,KDP,6,-8,-9,-9,4000,525000,-9,-8,169000,5.1
