"","iso3","country","cow_code","NAMES_STD","exist_unemp","unemp_firstlaw","year"
"355","CHN","China",710,"China","unemployment benefit programme",1986,1882
"356","CIV","Ivory Coast",437,"Cote d'Ivoire","severance payment but no unemployment benefit programme",NA,1882
"357","CMR","Cameroon",471,"Cameroon","severance payment but no unemployment benefit programme",NA,1882
"358","COD","Democratic Republic of the Congo",490,"Democratic Republic of the Congo","no umemployment insurance anchored in legislation",NA,1882
"359","COG","Congo",484,"Congo","no umemployment insurance anchored in legislation",NA,1882
"360","COL","Colombia",100,"Colombia","unemployment benefit programme",2002,1882
"361","COM",NA,NA,NA,NA,NA,1882
"362","CPV","Cape Verde",402,"Cape Verde","unemployment benefit programme",2016,1882
"363","CRI","Costa Rica",94,"Costa Rica","severance payment but no unemployment benefit programme",NA,1882
"364","CUB","Cuba",40,"Cuba","no umemployment insurance anchored in legislation",NA,1882
"365","CYP","Cyprus",352,"Cyprus","unemployment benefit programme",1956,1882
"366","CZE","Czech Republic",316,"Czech Republic","unemployment benefit programme",1918,1882
"367","DEU","Germany",255,"Germany","unemployment benefit programme",1927,1882
"368","DJI","Djibouti",522,"Djibouti","no umemployment insurance anchored in legislation",NA,1882
"369","DNK","Denmark",390,"Denmark","unemployment benefit programme",1907,1882
"370","DOM","Dominican Republic",42,"Dominican Republic","no umemployment insurance anchored in legislation",NA,1882
"371","DZA","Algeria",615,"Algeria","unemployment benefit programme",1994,1882
"372","ECU","Ecuador",130,"Ecuador","unemployment benefit programme",2001,1882
"373","EGY","Egypt",651,"Egypt","unemployment benefit programme",1964,1882
"374","ESP","Spain",230,"Spain","unemployment benefit programme",1919,1882
"375","EST","Estonia",366,"Estonia","unemployment benefit programme",1991,1882
"376","ETH","Ethiopia",530,"Ethiopia","severance payment but no unemployment benefit programme",NA,1882
"377","FIN","Finland",375,"Finland","unemployment benefit programme",1917,1882
"378","FJI","Fiji",950,"Fiji","no umemployment insurance anchored in legislation",NA,1882
"379","FRA","France",220,"France","unemployment benefit programme",1905,1882
"380","GAB","Gabon",481,"Gabon","severance payment but no unemployment benefit programme",NA,1882
"381","GBR","United Kingdom",200,"United Kingdom","unemployment benefit programme",1911,1882
"382","GEO","Georgia",372,"Georgia","severance payment but no unemployment benefit programme",NA,1882
"383","GHA","Ghana",452,"Ghana","no umemployment insurance anchored in legislation",NA,1882
"384","GIN","Guinea",438,"Guinea","no umemployment insurance anchored in legislation",NA,1882
"385","GMB","Gambia",420,"Gambia","severance payment but no unemployment benefit programme",NA,1882
"386","GNB",NA,NA,NA,NA,NA,1882
"387","GNQ","Equatorial Guinea",411,"Equatorial Guinea","severance payment but no unemployment benefit programme",NA,1882
"388","GRC","Greece",350,"Greece","unemployment benefit programme",1945,1882
"389","GTM","Guatemala",90,"Guatemala","severance payment but no unemployment benefit programme",NA,1882
"390","GUY","Guyana",110,"Guyana","severance payment but no unemployment benefit programme",NA,1882
"391","HND","Honduras",91,"Honduras","unemployment benefit programme",2015,1882
"392","HRV","Croatia",344,"Croatia","unemployment benefit programme",1935,1882
"393","HTI","Haiti",41,"Haiti","no umemployment insurance anchored in legislation",NA,1882
"394","HUN","Hungary",310,"Hungary","unemployment benefit programme",1957,1882
"395","IDN","Indonesia",850,"Indonesia","severance payment but no unemployment benefit programme",NA,1882
"396","IND","India",750,"India","unemployment benefit programme",2005,1882
"397","IRL","Ireland",205,"Ireland","unemployment benefit programme",1922,1882
"398","IRN","Iran",630,"Iran","unemployment benefit programme",1987,1882
"399","IRQ","Iraq",645,"Iraq","severance payment but no unemployment benefit programme",NA,1882
"400","ISR","Israel",666,"Israel","unemployment benefit programme",1972,1882
"401","ITA","Italy",325,"Italy","unemployment benefit programme",1919,1882
"402","JAM","Jamaica",51,"Jamaica","no umemployment insurance anchored in legislation",NA,1882
"403","JOR","Jordan",663,"Jordan","unemployment benefit programme",2010,1882
"404","JPN","Japan",740,"Japan","unemployment benefit programme",1947,1882
"405","KAZ","Kazakhstan",705,"Kazakhstan","unemployment benefit programme",2003,1882
"406","KEN","Kenya",501,"Kenya","no umemployment insurance anchored in legislation",NA,1882
"407","KGZ","Kyrgyzstan",703,"Kyrgyz Republic","unemployment benefit programme",1998,1882
"408","KHM","Cambodia",811,"Cambodia","severance payment but no unemployment benefit programme",NA,1882
"409","KOR","South Korea",732,"South Korea","unemployment benefit programme",1993,1882
"410","KWT","Kuwait",690,"Kuwait","unemployment benefit programme",2013,1882
"411","LAO","Laos",812,"Laos","unemployment benefit programme",2013,1882
"412","LBN","Lebanon",660,"Lebanon","no umemployment insurance anchored in legislation",NA,1882
"413","LBR","Liberia",450,"Liberia","no umemployment insurance anchored in legislation",NA,1882
"414","LBY","Libya",620,"Libya","severance payment but no unemployment benefit programme",NA,1882
"415","LKA","Sri Lanka",780,"Sri Lanka","severance payment but no unemployment benefit programme",NA,1882
"416","LSO","Lesotho",570,"Lesotho","severance payment but no unemployment benefit programme",NA,1882
"417","LTU","Lithuania",368,"Lithuania","unemployment benefit programme",1990,1882
"418","LUX","Luxembourg",212,"Luxembourg","unemployment benefit programme",1920,1882
"419","LVA","Latvia",367,"Latvia","unemployment benefit programme",1991,1882
"420","MAR","Morocco",600,"Morocco","unemployment benefit programme",2014,1882
"421","MDA","Moldova",359,"Moldova","unemployment benefit programme",1992,1882
"422","MDG","Madagascar",580,"Madagascar","no umemployment insurance anchored in legislation",NA,1882
"423","MEX","Mexico",70,"Mexico","severance payment but no unemployment benefit programme",NA,1882
"424","MKD",NA,NA,NA,NA,NA,1882
"425","MLI","Mali",432,"Mali","severance payment but no unemployment benefit programme",NA,1882
"426","MMR","Myanmar",775,"Myanmar","unemployment benefit programme",2012,1882
"427","MNE",NA,NA,NA,NA,NA,1882
"428","MNG","Mongolia",712,"Mongolia","unemployment benefit programme",1994,1882
"429","MOZ","Mozambique",541,"Mozambique","no umemployment insurance anchored in legislation",NA,1882
"430","MRT","Mauritania",435,"Mauritania","no umemployment insurance anchored in legislation",NA,1882
"431","MUS","Mauritius",590,"Mauritius","unemployment benefit programme",1983,1882
"432","MWI","Malawi",553,"Malawi","severance payment but no unemployment benefit programme",NA,1882
"433","MYS","Malaysia",820,"Malaysia","severance payment but no unemployment benefit programme",NA,1882
"434","NAM","Namibia",565,"Namibia","severance payment but no unemployment benefit programme",NA,1882
"435","NER","Niger",436,"Niger","no umemployment insurance anchored in legislation",NA,1882
"436","NGA","Nigeria",475,"Nigeria","unemployment benefit programme",1961,1882
"437","NIC","Nicaragua",93,"Nicaragua","no umemployment insurance anchored in legislation",NA,1882
"438","NLD","Netherlands",210,"Netherlands","unemployment benefit programme",1916,1882
"439","NOR","Norway",385,"Norway","unemployment benefit programme",1906,1882
"440","NPL","Nepal",790,"Nepal","severance payment but no unemployment benefit programme",NA,1882
"441","NZL","New Zealand",920,"New Zealand","unemployment benefit programme",1938,1882
"442","OMN","Oman",698,"Oman","no umemployment insurance anchored in legislation",NA,1882
"443","PAK","Pakistan",770,"Pakistan","severance payment but no unemployment benefit programme",NA,1882
"444","PAN","Panama",95,"Panama","severance payment but no unemployment benefit programme",NA,1882
"445","PER","Peru",135,"Peru","severance payment but no unemployment benefit programme",NA,1882
"446","PHL","Philippines",840,"Philippines","severance payment but no unemployment benefit programme",NA,1882
"447","PNG","Papua New Guinea",910,"Papua New Guinea","no umemployment insurance anchored in legislation",NA,1882
"448","POL","Poland",290,"Poland","unemployment benefit programme",1924,1882
"449","PRK",NA,NA,NA,NA,NA,1882
"450","PRT","Portugal",235,"Portugal","unemployment benefit programme",1975,1882
"451","PRY","Paraguay",150,"Paraguay","no umemployment insurance anchored in legislation",NA,1882
"452","QAT","Qatar",694,"Qatar",NA,NA,1882
"453","ROU","Romania",360,"Romania","unemployment benefit programme",1991,1882
"454","RUS","Russia",365,"Russia","unemployment benefit programme",1917,1882
"455","RWA","Rwanda",517,"Rwanda","severance payment but no unemployment benefit programme",NA,1882
"456","SAU","Saudi Arabia",670,"Saudi Arabia","unemployment benefit programme",2014,1882
"457","SDN","Sudan",625,"Sudan","severance payment but no unemployment benefit programme",NA,1882
"458","SEN","Senegal",433,"Senegal","no umemployment insurance anchored in legislation",NA,1882
"459","SGP","Singapore",830,"Singapore","no umemployment insurance anchored in legislation",NA,1882
"460","SLB","Solomon Islands",940,"Solomon Islands","no umemployment insurance anchored in legislation",NA,1882
"461","SLE","Sierra Leone",451,"Sierra Leone","no umemployment insurance anchored in legislation",NA,1882
"462","SLV","El Salvador",92,"El Salvador","severance payment but no unemployment benefit programme",NA,1882
"463","SOM","Somalia",520,"Somalia","no umemployment insurance anchored in legislation",NA,1882
"464","SRB","Serbia",345,"Yugoslavia","unemployment benefit programme",1935,1882
"465","SSD",NA,NA,NA,NA,NA,1882
"466","SUR","Suriname",115,"Suriname","no umemployment insurance anchored in legislation",NA,1882
"467","SVK","Slovakia",317,"Slovak Republic","unemployment benefit programme",1921,1882
"468","SVN","Slovenia",349,"Slovenia","unemployment benefit programme",1935,1882
"469","SWE","Sweden",380,"Sweden","unemployment benefit programme",1934,1882
"470","SWZ","Swaziland",572,"Swaziland","no umemployment insurance anchored in legislation",NA,1882
"471","SYR","Syria",652,"Syria","severance payment but no unemployment benefit programme",NA,1882
"472","TCD","Chad",483,"Chad","severance payment but no unemployment benefit programme",NA,1882
"473","TGO","Togo",461,"Togo","no umemployment insurance anchored in legislation",NA,1882
"474","THA","Thailand",800,"Thailand","unemployment benefit programme",1990,1882
"475","TJK","Tajikistan",702,"Tajikistan","unemployment benefit programme",2003,1882
"476","TKM","Turkmenistan",701,"Turkmenistan","unemployment benefit programme",1991,1882
"477","TLS",NA,NA,NA,NA,NA,1882
"478","TTO","Trinidad and Tobago",52,"Trinidad and Tobago","severance payment but no unemployment benefit programme",NA,1882
"479","TUN","Tunisia",616,"Tunisia","unemployment benefit programme",1982,1882
"480","TUR","Turkey",640,"Turkey","unemployment benefit programme",1999,1882
"481","TZA","Tanzania",510,"Tanzania","severance payment but no unemployment benefit programme",NA,1882
"482","UGA","Uganda",500,"Uganda","severance payment but no unemployment benefit programme",NA,1882
"483","UKR","Ukraine",369,"Ukraine","unemployment benefit programme",2000,1882
"484","URY","Uruguay",165,"Uruguay","unemployment benefit programme",1981,1882
"485","USA","United States of America",2,"United States","unemployment benefit programme",1935,1882
"486","UZB","Uzbekistan",704,"Uzbekistan","unemployment benefit programme",1992,1882
"487","VEN","Venezuela",101,"Venezuela","unemployment benefit programme",1985,1882
"488","VNM","Vietnam",816,"Vietnam","unemployment benefit programme",2006,1882
"489","YEM","Yemen",679,"Yemen","severance payment but no unemployment benefit programme",NA,1882
"490","ZAF","South Africa",560,"South Africa","unemployment benefit programme",1937,1882
"491","ZMB","Zambia",551,"Zambia","severance payment but no unemployment benefit programme",NA,1882
"492","ZWE","Zimbabwe",552,"Zimbabwe","no umemployment insurance anchored in legislation",NA,1882
"493","AFG","Afghanistan",700,"Afghanistan","no umemployment insurance anchored in legislation",NA,1883
"494","AGO","Angola",540,"Angola","severance payment but no unemployment benefit programme",NA,1883
"495","ALB","Albania",339,"Albania","no umemployment insurance anchored in legislation",NA,1883
"496","ARE",NA,NA,NA,NA,NA,1883
"497","ARG","Argentina",160,"Argentina","unemployment benefit programme",1991,1883
"498","ARM","Armenia",371,"Armenia","severance payment but no unemployment benefit programme",NA,1883
"499","AUS","Australia",900,"Australia","unemployment benefit programme",1944,1883
"500","AUT","Austria",305,"Austria","unemployment benefit programme",1920,1883
"501","AZE","Azerbaijan",373,"Azerbaijan","unemployment benefit programme",2001,1883
"502","BDI","Burundi",516,"Burundi","no umemployment insurance anchored in legislation",NA,1883
"503","BEL","Belgium",211,"Belgium","unemployment benefit programme",1920,1883
"504","BEN","Benin",434,"Benin","no umemployment insurance anchored in legislation",NA,1883
"505","BFA","Burkina Faso",439,"Burkina Faso","no umemployment insurance anchored in legislation",NA,1883
"506","BGD","Bangladesh",771,"Bangladesh","severance payment but no unemployment benefit programme",NA,1883
"507","BGR","Bulgaria",355,"Bulgaria","unemployment benefit programme",1925,1883
"508","BHR","Bahrain",692,"Bahrain","unemployment benefit programme",2006,1883
"509","BIH",NA,NA,NA,NA,NA,1883
"510","BLR","Belarus",370,"Belarus","unemployment benefit programme",2006,1883
"511","BOL","Bolivia",145,"Bolivia","severance payment but no unemployment benefit programme",NA,1883
"512","BRA","Brazil",140,"Brazil","unemployment benefit programme",1986,1883
"513","BTN","Bhutan",760,"Bhutan","no umemployment insurance anchored in legislation",NA,1883
"514","BWA","Botswana",571,"Botswana","severance payment but no unemployment benefit programme",NA,1883
